Class,Sentences
ntr,"""স্বল্পবাক, সামরিক শৃঙ্খলায় মোড়া মানুষটি ভারতের প্রধানমন্ত্রীদের সঙ্গে সব সময় উচিত ব্যবহার করেছেন - এবং তার সময়ে কাজ হত।"""
pos, নিজের ও নিজ দেশের আত্মমর্যাদা বৃদ্ধি করেছেন
pos,এতকিছু আবিষ্কার করেছে!
pos,জিয়া-মুজিব দুজনেই আমাদের গর্ব
neg,"বি বি সি একটা আন্তর্যাতিক চ্যানেল,ভেবেছিলাম, এখন দেখছি এটা বাংলাদেশের একটি রাজনৈতিক দলের প্রোপাগাণ্ডা চ্যানেল। "
neg,জিয়া কে বিষোদগার মিথ্যাচার রিপোর্ট করা থেকে বিরত থাকুন সাংবাদিক নামক সাংঘাতিক। নাহলে বাংলাদেশের জনগণ বাধ্য হবে আস্তাকুঁড়ে ফেলে দিতে।
pos,ব্যাক্তি জিয়াউর রহমান খুবই সৎ একজন রাষ্ট্রনায়ক ছিলেন।
pos,অনেস্ট ও মেধাবী ও দূরদর্শী প্রেসিডেন্ট ছিলেন!
pos,উনার শাসনামল ও উনাকে নিয়ে পর্যালোচনা করলে বুঝতে পারবেন উনি কতটা সেরা ছিল!
neg,অযথা তর্কের খাতিরে অবান্তর রিপোর্ট লেখা বোকামো!!
pos,শহিদ জিয়াউর রহমানের দেখানো পথেই হাটলে সত্যিকারের উন্নতি আসবে
neg,"শেখ মুজিব যে ভয়টা করতেন, তার কন্যা সেই কাজটাই করতেছেন- দেশটাকে গোলামে পরিণত করতেছেন।"
neg,পৃথিবীর কোন দেশ সামরিক শাসক দ্বারা কোনদিন ভালো কিছু পায়নি এটা প্রমানিত সত্য 
ntr,সেই ক্ষোভে আপনারা গোটা দেশ বিক্রির সিদ্ধান্ত নিয়েছেন! নো সমিস্যা। 
pos,আমরা লাভবান হব
pos,প্রতিবেদনের ভেতরে একজন সত্যিকার দেশনায়কের কথাই উঠে এলো
pos,"ইতিহাসের সময়ের দাবীতে আর্বিভূত হয় এক মহানায়কের, তিনি মেজর জিয়াউর রহমান।"
pos,"যিনি নিজে স্বপ্ন দেখেছেন, দেশের জন্য স্বপ্ন দেখেছেন!"
neg,নিউজের হেড লাইন ঠিক করুন না হয় আমরা মনে করতে বাধ্য হব জে আপনারা কারো এজেন্ট হয়ে সহিদ প্রসিডেন্ট জিয়াউর রহমানের সম্মান হানি করার জন্য এ ধরনের হেড লাইন করেছেন।
ntr,গ্যাস জ্বালিয়ে কাপড় শুকনোর চেয়ে বেচাই ভালো....
ntr,"পাটের বীজের কথা মনে পড়ে গেল । বাঙ্গালী কি জিনিস সেটা ভারত ভালোই জানে ,"
neg,হাসিনাতো দেশের মানুষ কে না জানিয়ে চোরাই পথে অলরেডি দিয়ে দিছে আর সেই কারনে সাগর রুনিকে প্রান ও দিতে হইছে
neg,শিরোনামটা দালালীর অংশ
pos,শহীদ জিয়ার মত সৎ শাসক বাংলাদেশে একজনও ছিলোনা
pos,দেশপ্রেমিক বঙ্গবন্ধু-শেখ হাসিনা 
neg, মিথ্যার বাক্সটা কোথায় ৷
